,ID,ARTIST,TITLE,BARCODE,UNIT,FORMAT,LABEL,PRICE,PRECISION,DELIVERY,STOCK,DATE
1631,EPIT 27619-1,Girlpool,What Chaos Is Imaginary,8714092761917,1,LP,Epitaph,1062,0,1,1, 
1632,LB0084LP,MORENO VELOSO,COISA BOA,680899008419,1,LP,LUAKA BOP,1188,0,1,2, 
1633,DOS727H,JUDIE GARLAND,Miss Show Business,889397577278,1,LP,DOL,689,0,1,2, 
1634,HUD003LPX,"WARREN,RICHARD",DISENTANGLED (GREEN LP),5056032310353,1,LP,HUDSON,1272,0,1,1,15.09.2017
1635,RT0010LP,GRUFF RHYS,BABELSBERG,191402001013,1,LP,Rough Trade,1232,0,1,2,08.06.2018
1638,BF073,LOUIS COLE,TIME,5054429133677,1,LP,Ninja Tune,1540,0,1,2,21.09.2018
1639,DAIS116LP,Them Are Us Too,Amends (Green Vinyl),669439870792,1,LP,DAIS,1410,0,1,1,22.06.2018
1640,REWIGLP105,FLYING SAUCER ATTACK,FLYING SAUCER ATTACK,887830010511,1,LP,Domino Records,1109,0,1,1,14.04.2017
1641,17127,ABNORMALITY,Sociopathic Constructs (Rootbeer Marbled Vinyl  lt,39841564679,1,LP,Metal Blade,1425,0,1,1,10.05.2019
1643,M75381,Vandenberg's Moonkings,MK II (180 Gr. LP+MP3),819873015840,1,LP,Mascot,1250,0,1,2,03.11.2017
1644,88765445021,Bring Me The Horizon,Sempiternal,887654450210,1,LP,RCA Records Label,1250,0,1,2,26.04.2013
1645,TAMB177LP,"NEW SPRING,THE",WHOLLY WHOLLY,7332181073775,1,LP,TAMBOURHINOCEROS,1156,0,1,1,02.02.2018
1647,UTR123LP,LUNCH LADY,ANGEL,828887112315,1,LP,UPSET THE RHYTHM,1071,0,1,2,23.08.2019
1650,WCV61,"LOPEZ, ORLANDO CACHAITO",CACHAITO,5056032314085,1,LP,ADA-WORLD CIRCUIT,1350,0,1,2,19.06.2018
1654,3749424,"BLACK CROWES,THE",SHAKE YOUR MONEY MAKER,602537494248,1,LP,DEF AMERICAN,1688,0,1,1,18.12.2015
1655,PAN67,Visionist,Safe,5060165480685,1,LP,PAN,1206,0,1,1, 
1656,TB6157,DURUTTI COLUMN,Greetings Three,889397106157,1,LP,TIGER BAY,1129,0,1,1, 
1661,MRBLP154,"PEREZ,LUIS",IPAN IN XIKTLI METZTLI,7119691250311,1,LP,MR BONGO,1520,0,1,2,01.06.2018
1663,4ADLP7,"MORELAND, JOHN",BIG BAD LUV,191400000711,1,LP,BBQ-4AD,1305,0,1,1,04.05.2017
1664,ARILP269,AISHA,"FIRST LADY OF DUB,THE",5020145552696,1,LP,ARIWA SOUNDS,975,0,1,1,21.07.2017
1665,CRAM 135,CIBELLE,WHITE HAIR,876623005889,1,7',CRAMMED DISCS,562,0,1,2, 
1666,ZEN181,SLUGABED,TIME TEAM,5021392716183,3,LP,Ninja Tune,1732,0,1,1,06.05.2008
1667,BOXREC27LP,ILL,WE ARE ILL,5053760037668,1,LP,BOX RECORDS,721,0,1,1,03.05.2018
1668,STS308LP,BJORN TORSKE & PRINS THOMAS,SQUARE ONE,5053760028260,1,LP,SMALLTOWN SUPERSOUND,1031,0,1,1,29.06.2017
1669,TUGLP1090,Monoswezi,Monoswezi Yanga,605633009040,1,LP,RIVERBOAT,602,0,1,1, 
1671,FARO204LP,Hugo Fattoruso,Hugo Fattoruso Y Barrio Opa,5060211503702,1,LP,Far Out,1121,0,1,2, 
1672,iF1049LP,Labelle,Ochestre univers (LP),3516628290312,1,LP,Infine,1436,0,1,1,05.04.2019
1673,309261,Welle: Erdball,Der Kalte Krieg (Pic.-LP/CD/DV,693723092614,1,LP+CD,BMG - Berlin,1924,0,1,3,27.07.2018
1675,OLE11298,"BAKER, JULIEN",TURN OUT THE.. -INDIE-,744861112983,1,LP,BBQ-MATADOR,1305,0,1,4,27.10.2017
1676,GBLP 079,Širom,A Universe That Roasts Blossoms For A Horse,4030433607916,1,LP, ,1062,0,1,7,30.08.2019
1681,5053828488,LP,LOST ON YOU -COLOURED-,4050538284881,1,LP,ADA-BMG RIGHTS,1620,0,1,9,16.11.2017
1683,ARILP054,LEE SCRATCH PERRY/MAD PROFESSO,MYSTIC WARRIOR,5020145550548,1,LP,Ariwa Sounds,985,0,1,1, 
1684,PRAH007,SUOKAS,"NEW CYCLE,THE",5056032302235,1,LP,PRAH,1156,0,1,1,24.06.2016
1690,SNDW7021,"MANN,CHICO",NOBODY WANTS TO,5056032301566,1,7', ,528,0,1,1,20.05.2016
1691,MRB7156,Ze Roberto,Lotus 72D,7119691261775,1,7',Mr Bongo Records,986,0,1,1, 
1692,perlon103.1,melchior productions ltd,meditations 1-3 (part 1),827170571761,1,LP,perlon,561,0,1,1,07.11.2014
1697,BBE399CLP,Various,From The Archive Vol.2 (Compiled by Volcov),730003139918,1,LP,BBE,1920,0,1,1,07.09.2018
1698,3358426,LITTLE RICHARD,TUTTI FRUTTI,3596973584267,1,LP,WAGRAM,928,0,1,3,25.10.2018
1700,SIS 1128-1,WISHBONE ASH,The Very Best Of,90204639885,1,LP,zyx/sis,1100,0,1,2,19.07.2013
1701,3352646,SCREAMIN' JAY HAWKINS,I PUT A SPELL ON YOU,3596973526465,1,LP,WAGRAM,839,0,1,1,04.04.2018
1707,SODLP003,SON OF DAVE,MUSIC FOR COP SHOWS,5056032311398,1,LP,GODDAMN RECORDS,1239,0,1,3,27.10.2017
1710,KSCOPE709,THE ANCHORESS,POPULAR,802644870915,1,7',Snapper,548,0,1,2,16.04.2016
1713,FBN164,"DURUTTI COLUMN,THE",M24J (ANTHOLOGY),708527170960,1,LP,FACTORY BENELUX,1490,0,1,2,21.09.2018
1716,SPR110B,The Physics House Band,Mercury Fountain,5053760037774,1,LP,SMALL POND RECORDS,1469,0,1,1,11.04.2018
1717,DEEK013,BULLION,LOOP THE LOOP,5056032300460,1,LP,DEEK RECORDINGS,1351,0,1,1,26.02.2016
1718,054645422611,Johnny Osbourne,Nightfall   RSD 19',54645422611,1,LP,"VP Records
/17 North Parade",1269,0,1,1,13.04.2019
1719,MRBLP094,"GENTLEMEN,THE",GENTLEMEN,711969120714,1,LP, ,1001,0,1,1,01.01.2014
1721,SO001LP,SPRING OFFENSIVE,YOUNG ANIMAL HEARTS,5060091553903,1,LP,SPRING OFFENSIVE RECORDS,1012,0,1,1,10.03.2014
1722,SJRLP127,VA,Sound Dimension- Jamaica Soul Shake,5026328001272,1,LP,SoulJazz,1301,0,1,2,01.01.2006
1723,BD226,VARIOUS ARTISTS,GRIME 2.0,5021392231860,4,LP,Ninja Tune,1732,0,1,1,20.05.2013
1724,MRBLP177,"TAYLOR,EBO/PAT THOMAS & UHURU",HITSVILLE RE-VISITED,7119691258614,1,LP,MR BONGO,1351,0,1,4,17.05.2019
1725,17045,EXUMER,Hostile Defiance (Orange Red Marbled Vinyl  ltd. 4,39841563078,1,LP,Metal Blade,1425,0,1,1,05.04.2019
1726,RTRADLPX780,WARPAINT,Heads Up,883870078009,1,LP,ROUGH TRADE,2214,0,1,3,23.09.2016
1729,XL870LP,IBEYI,ASH,191404087015,1,LP,BBQ-XL RECORDINGS,1529,0,1,1,29.09.2017
1730,SALVO391LP,NAZARETH,Malice In Wonderland (Red Vinyl),4050538474480,1,LP,BMG RIGHTS,1116,0,1,1,05.07.2019
1731,barn026lp,baba stiltz,total,827170559264,1,LP,studio barnhus,1124,0,1,1,13.10.2014
1732,LORD253LP,BAPTISTS,BEACON OF FAITH,808720025316,1,LP,SOUTHERN LORD,1386,0,1,1,20.07.2018
1735,ALCOPOP122,VARIOUS,ALCOPOP! AND DOG KNIGHTS PRODU,5060091559356,1,LP, ,1001,0,1,1,23.10.2015
1736,DOL906HP,RAY CHARLES,What'D I Say (Picture Disc),889397670160,1,LP,DOL,752,0,1,1, 
1737,AMEL-EP713,"ROHRER,SAMUEL",RANGE OF REGULARITY REMIXES II,880319849817,1,12',ARJUNAMUSIC,884,0,1,1,29.09.2017
1738,WIGLP284,ANNA CALVI,ONE BREATH,887828028412,1,LP,Domino Records,1109,0,1,1,07.10.2013
1739,ATK2321,New Model Army,Vengeance - The Whole Story 1980-84 (LP+2CD),5060243320810,1,LP+CD,Attack Attack,1865,0,1,2,14.12.2012
1740,6768173,"DELUXE,SAMY",SAMTV UNPLUGGED (LTD.)    inkl. mp3 code,602567681731,4,LP,VERTIGO,2344,0,1,2,31.08.2018
1744,PRD71461,Joe Bonamassa,Had To Cry Today,8712725714613,1,LP,Mascot,1000,0,1,1,09.11.2012
1745,MOVLP1780,ZITA SWOON,LIFE = A.. -COLOURED-,8719262002616,1,LP,MUSIC ON VINYL,1406,0,1,1,09.05.2018
1747,PSYCH027LP02,Imperial State Electric,Anywhere Loud - 2LP (Gold),200000063337,1,LP,PSYCHOUT,1500,0,1,2,16.02.2018
1753,DCLS34LP,STEVE COBBY,Hemisemidemiquaver,5053760032274,1,LP,DECLASSE RECORDS,1721,0,1,1, 
1757,RSTRM348LP,CORNELIUS,MELLOW WAVES,859761006567,1,LP,ROSTRUM RECORDS,1238,0,1,1,18.01.2018
1760,BLOD095LP,Ages,Malefic Miasma - LP,6663666400955,1,LP,BLACKLODGE,1000,0,1,2,24.04.2015
1764,TWI1239,"HAIG,PAUL","WOOD,THE",708527180396,1,LP,CREPUSCULE,1190,0,1,1,21.09.2018
1765,6750450,"BOCELLI,ANDREA",SI,602567504504,2,LP,DECCA BLACK,2194,0,1,1,26.10.2018
1766,MRBLP103,"KING,PETER",MILIKI SOUND,711969125016,1,LP,MR BONGO,1389,0,1,1,01.01.2014
1767,BH002,"WILLIAMSON,JESS",HEART SONG,5056032306479,1,LP,BRUTAL HONEST,1156,0,1,1,04.11.2016
1771,ZYX 56060-1,"HOLIDAY, BILLIE",Golden Hits,90204704958,1,LP,zyx,1100,0,1,1,18.09.2015
1773,3752906,DIRE STRAITS,LOVE OVER GOLD,602537529063,1,LP,MERCURY,1688,0,1,1,16.05.2014
1775,VSP134LP,Mother of Millions,Artifacts (Vinyl),7320470237595,1,LP,VICISOLUMP,1250,0,1,2,22.03.2019
1776,HDBLP041,OKZHARP & MANTHE RIBANE,CLOSER APART,5055869558631,1,LP,HYPERDUB,984,0,1,3, 
1777,DOL928HG,BOOKER T. & THE M.G.'S,Green Onions,889397219284,1,LP,DOL,815,0,1,2, 
1779,288151,Raven,Screaming Murder Death From Ab,886922881510,1,LP+CD,Steamhammer - Hannover,1924,0,1,2,18.01.2019
1780,7702173,"HOLLY,BUDDY",TRUE LOVE WAYS            + Royal Philharmonic Orc,602577021732,1,LP,DECCA BLACK,1458,0,1,7,14.12.2018
1782,3347186,SUPERFUNK,HOLD UP,3596973471864,1,LP,WAGRAM,1500,0,1,2, 
1785,ALCOPOP146X,TIGERCUB,ABSTRACT FIGURES IN THE DARK,5056032306691,1,LP, ,1001,0,1,1,11.11.2016
1787,MOND107,KONAMI KUKEIHA,CONTRA 3: ALIEN WARS,616892467342,1,LP,MONDO,3500,0,1,2, 
1788,3358566,BILL HALEY,ROCK AROUND THE CLOCK,3596973585660,1,LP,WAGRAM,928,0,1,3,25.10.2018
1790,KSCOPE1009,ANATHEMA,INTERNAL LANDSCAPES 2008-2018 (CLEAR RED VINYL),802644800912,1,LP,Snapper,1696,0,1,5,26.10.2018
1791,DEMREC414,HEAVEN 17,BIGGER THAN AMERICA - HEAVEN 17,5014797899353,1,LP,Demon,1799,0,1,1,13.04.2019
1794,MD265LP,OCOEUR,INNER,702224126510,1,LP,N5MD,1509,0,1,1,21.09.2018
1796,OLE8871,"VILE, KURT",CHILDISH PRODIGY,744861088714,1,LP,BBQ-MATADOR,1305,0,1,1,01.10.2009
1797,STRUT163LP,Seun Kuti & Egypt 80,Black Times,730003316319,2,LP,STRUT,1920,0,1,4,02.03.2018
1798,MTRXCR003LPC,HOWLING,SACRED GROUND,817231012333,2,LP,Ninja Tune,1155,0,1,1,18.05.2015
1799,4765330,HEAVEN 17,(WE DON'T NEED THIS) FASCI,602547653307,1,LP,UNIVERSAL,541,0,1,1, 
1800,FDR635LP,"MOSES,LEE",HOW MUCH LONGER MUST I WAIT? S,826853063517,1,LP,FUTURE DAYS RECOR,1832,0,1,2,13.09.2019
1801,CAK131LP,Toro Y Moi,Outer Peace,677517013115,1,LP,Carpark Records,1195,0,1,2,18.01.2019
1802,DOL931HG,MUDDY WATERS,Muddy Waters At Newport 1960,889397219314,1,LP,DOL,815,0,1,2, 
1810,JD35,Sabrina Malheiros,Opara (Ashley Beedle Remixes),5060211503009,1,12',Far Out,561,0,1,1, 
1811,ZEN243,FOREST SWORDS,COMPASSION,5054429008081,1,LP,Ninja Tune,1116,0,1,1, 
1816,JBH064LP,V/A EXOTICA,STRICTLY BRITXOTICA,666017315911,1,LP,TRUNK,1134,0,1,2,01.10.2017
1820,FBN124,SECTION 25,ALFRESCO CLEAR VINYL,708527006177,1,LP,FACTORY BENELUX,1310,0,1,1,01.10.2017
1821,DOL1017HG,SOLOMON LLORI AND HIS AFRO-DRUM ENSEMBLE,African High Life,889397310172,1,LP,DOL,815,0,1,2, 
1824,DOL2001H-LMT,BOB MARLEY,The Lee Scratch Perry Masters,889397320010,1,LP,DOL,878,0,1,1, 
1825,COR12155,JA:CK,Paprika / Balearia,4260544822865,1,LP,cocoon,609,0,1,1,06.07.2018
1826,FALLLP060,URBAN DOGS,URBAN DOGS,5013145306031,1,LP,FALLOUT,1370,0,1,1,21.04.2018
1829,304201,Amon Düül II,Tanz der Lemminge,693723042015,1,LP,BMG - Berlin,1924,0,1,1,26.10.2018
1831,imr21lp,TRENTEMOLLER,Fixion (2LP+MP3),4250382432432,1,LP,in my room,1124,0,1,1,16.09.2016
1833,XMR107LP,"ANDRIANO,DAN/IN THE EMERGENCY",PARTY ADJACENT,5060091557857,1,LP,XTRA MILE,1272,0,1,1,28.08.2015
1834,76205-1,BOUBACAR TRAORE,MBALIMAOU,3567257620513,1,LP,LUSAFRICA,1188,0,1,2,04.12.2019
1836,PEC 2129-1,"MAYALL'S, JOHN BLUESBREAKERS",Behind The Iron Curtain,90204655601,1,LP,zyx,1100,0,1,1,01.03.2019
1838,RGNET1374LP,VA,The Rough Guide To Hokum Blues,605633137446,1,LP,ROUGH GUIDE,602,0,1,1, 
1843,UTR091LP,XIU XIU,FORGET,828887009110,1,LP,UPSET THE RHYTHM,1071,0,1,1,01.10.2017
1848,OH 030-2,Mokoomba,Luyando,4015698009729,1,LP,Outhere Records,750,0,1,3, 
1849,3358586,THE PLATTERS,ONLY YOU,3596973585868,1,LP,WAGRAM,964,0,1,2,02.11.2018
1852,8811059,SAMAEL,HEGEMONY,840588110599,2,LP,NAPALM RECORDS,1650,0,1,5,13.10.2017
1853,4AD0121LPE,BEIRUT,GALLIPOLI-INDIE/COLOURED-,191400012189,1,LP,BBQ-4AD,1529,0,1,1,01.02.2019
1856,ZEN199,EMIKA,DVA,5021392819167,2,LP,Ninja Tune,1444,0,1,1,09.06.2009
1857,OLE11668,YO LA TENGO,THERE'S A RIOT.. -INDIE-,744861116684,1,LP,BBQ-MATADOR,1529,0,1,1,16.03.2018
1860,loveit004,Nico Brun,"Casual Affair (180g Vinyl,Hand-stamped)",4260544825514,1,LP,loveit,561,0,1,1,20.07.2018
1862,3358396,RITCHIE VALENS,LA BAMBA,3596973583963,1,LP,WAGRAM,928,0,1,3,25.10.2018
1863,ZEN226,THE CINEMATIC ORCHESTRA,TO BELIEVE,5054429135732,1,LP,Ninja Tune,1540,0,1,2,15.03.2019
1865,BF050,KAMASI WASHINGTON,THE EPIC,5054429002300,3,LP,Ninja Tune,2310,0,1,4,02.10.2015
1868,ELKREC5LPC,GULP,ALL GOOD WISHES,5053760040842,1,LP,E.L.K RECORDS / ROM,1364,0,1,1,25.07.2018
1869,WRWTFWW024,COLOURED MUSIC,COLOURED MUSIC,4260544823763,1,LP,WE RELEASE WHATEVER,1728,0,1,1,21.09.2018
1870,ALCOPOP135,HELEN LOVE,SMASH HITS,5056032302983,1,LP, ,1001,0,1,1,20.05.2016
1873,8811828,BLACK MIRRORS,LOOK INTO THE BLACK MIRROR,840588118281,1,LP,NAPALM RECORDS,1186,0,1,5,31.08.2018
1874,CHARLYL285,SMALL FACES,OGDENS' NUTGONE FLAKE,803415828517,1,LP,Snapper,1224,0,1,2,27.10.2017
1875,88985438091,"Dylan, Bob",Good as I Been to You,889854380915,1,LP,Columbia/Legacy,1452,0,1,1,25.08.2017
1877,BGPD 1107,S.O.U.L.,Can You Feel It?,29667605717,1,LP,ACE,0,0,1,1,29.07.1996
1879,PUSSYLP52,VARIOUS ARTISTS,SPACE IS THE PLAICE,5053760043058,1,LP,PUSSYFOOT RECORDS,2270,0,1,2,22.11.2018
1885,ZZK038LP,KING COYA,TIERRA DE KING COYA,5056032314030,1,LP,ZZK RECORDS,1125,0,1,3,15.06.2018
1886,7K002LP,Martyn Heyne,Electric Intervals,730003870217,1,LP,7K,1536,0,1,1,17.11.2017
1890,MRBLP190,"ZE,TOM",ESTUDANDO O SAMBA,7119691257419,1,LP,MR BONGO,1351,0,1,5,15.03.2019
1891,SEW 012,Funkadelic,Free Your Mind...And Your Ass Will Follow,29667371216,1,LP,Westbound,964,0,1,1,12.02.1990
1892,ZYX 56035-1,"AZNAVOUR, CHARLES",Sur Ma Vie - His Greatest Hits,90204704965,1,LP,zyx,1100,0,1,1,22.05.2015
1897,AFR4505,EBO TAYLOR/ K. FRIMPONG & HIS,HEAVEN/ KYENKYEN BI ADI M'AWU,711969121643,1,7',MR BONGO,578,0,1,1,20.07.2011
1898,BARELY017LP,"LADDER,JACK",BLUE POLES,793579769101,1,LP,SELF PORTRAIT,1239,0,1,3,04.05.2018
1899,BLOD104LP,Månegarm,Nattväsen + Bonus Track - Gtf LP,6663666401044,1,LP,BLACKLODGE,1250,0,1,1,15.03.2019
1900,6590107,DISASTROUS MURMUR & MASTER,TOTAL DESTRUCTION EP      7' EP black,5683865901078,1,LP,NAPALM RECORDS,682,0,1,1,22.02.2019
1903,KSLP001,VARIOUS ARTISTS,SOUND SYSTEM ROCKERS,5036848002031,1,LP,KINGSTON SOUNDS,1012,0,1,2,23.08.2019
1905,KENZ01,"TAKADA,MIDORI & LAFAWNDAH",LE RENARD BLEU,730003731099,1,LP,K7,1370,0,1,1,31.08.2018
1906,DEMREC122,COMSAT ANGELS,FICTION - COMSAT ANGELS,5014797893993,1,LP,DEMON,1268,0,1,1,20.11.2015
1907,DEMREC01,AVERAGE WHITE BAND,AWB - AVERAGE WHITE BAND VINYL,5014797139282,1,LP,DEMON,1126,0,1,1,01.04.2013
1909,SJRLP311-2,VA,Disco 2 : A Further Fine Selection Of Independent ,5026328103112,2,LP,Soul Jazz,1830,0,1,1,01.07.2015
1910,BD215,OFFSHORE,BAKE HAUS,5021392221861,1,LP,Ninja Tune,914,0,1,1,05.11.2012
1912,RGIRL6RE,PIANO MAGIC,LOW BIRTH WEIGHT,5016266100618,1,LP,ROCKET GIRL,1132,0,1,1,13.09.2019
1914,DOL823HG,QUINCY JONES,Big Band Bossa Nova,889397218232,1,LP,DOL,815,0,1,2, 
1915,WIGLP403,ALEXIS TAYLOR,BEAUTIFUL THING,887828040315,2,LP,Domino Records,1269,0,1,2,20.04.2018
1917,ALCOPOP137X,JOHNNY FOREIGNER,MONO NO AWARE,5056032304277,1,LP,ALCOPOP,1112,0,1,1,29.07.2016
1919,BBE218CLP,VARIOUS ARTISTS,STRANGE BREAKS & MR THING 3,730003121814,2,LP,BBE,1562,0,1,1, 
1920,17237,VOMITORY,Terrorize Brutalize Sodomize RI (Red Black Marbled,39841461879,1,LP,Metal Blade,1425,0,1,1,07.06.2019
1923,MCR915,STONE ROSES,TURNS INTO STONE,826853091503,1,LP,MODERN CLASSICS,2550,0,1,1,01.10.2017
1924,ZZKLP028,"CRUZ,NICOLA",PRENDER EL ALMA,5060091558670,1,LP,ZZK RECORDS,1125,0,1,2,06.11.2015
1925,7721103,"SPECIALS,THE",ENCORE,602577211034,1,LP,UNIVERSAL,1481,0,1,1,01.02.2019
1928,ESP1010EP,Albert Ayler,Bells,825481101011,1,LP,ESP DISK,1849,0,1,2,01.12.2017
1930,K7360LP,Tosca,Boom Boom Boom (Going Going Going Remixes),730003736018,2,LP,!K7,1920,0,1,1,09.02.2018
1937,7734454,"WARE,JESSIE",ADORE YOUá                RSD 2019,602577344541,1,LP,ISLAND,989,0,1,1,10.04.2019
1938,LSR020,DOPPLEREFFEKT,CELLULAR AUTOMATA,880319796715,1,LP,LEISURE SYSTEM,1190,0,1,3,01.10.2017
1941,KSLP076,VARIOUS ARTISTS,SUEDEHEAD,5060135762599,1,LP,KINGSTON SOUNDS,952,0,1,1,28.09.2018
1942,JBH061LP,Delia Derbyshire,Circle of Light,666017307411,1,LP,Trunk,1534,0,1,1, 
1943,DAP032LP,"JONES,SHARON AND THE DAP KINGS",GIVE THE PEOPLE WHAT THEY WANT,823134003217,1,LP,DAPTONE RECORDINGS,1386,0,1,3,01.10.2017
1945,MRBLP146,"TAYLOR,EBO/AND THE PELIKANS",EBO TAYLOR AND THE PELIKANS,7119691248813,1,LP,MR BONGO,1351,0,1,1,08.12.2017
1948,4244251,NIRVANA,NEVERMIND                 Back To Black,720642442517,1,LP,GEFFEN,1289,0,1,3,17.10.2008
1949,MRBLP157,CELIA,CELIA,7119691251714,1,LP,MR BONGO,1351,0,1,3,08.06.2018
1951,DUA17081,WILD CHILD,FOOLS,803020170810,1,LP,DUALTONE,1239,0,1,1,17.02.2017
1952,TRU230,RANDOMER,Be Electric/Zabu,5060205151285,1,12', ,385,0,1,1,08.11.2010
1955,FR LP 882B,PRIMAL FEAR,APOCALYPSE (LP) Blue,8024391088234,1,LP,Frontiers,1500,0,1,3, 
1956,3344416,ELLA FITZGERALD & LOUIS ARMSTRONG,CHEEK TO CHEEK,3596973444165,1,LP,WAGRAM,825,0,1,1,23.03.2017
1960,HDBLP036,LAUREL HALO,DUST,5055300386830,1,LP,HYPERDUB,914,0,1,1, 
1962,BEC5156791-ED16,MR. OIZO,TRANSEXUAL - (2017 Re Edition),5060421567914,1,LP,ed banger,561,0,1,2,10.03.2017
1963,DEMREC275,ELECTRIC LANDLADY (COLOURED VINYL) - KIRSTY MACCOLL,ELECTRIC LANDLADY (COLOURED VINYL) - KIRSTY MACCOL,5014797897038,1,LP,Demon,1245,0,1,3, 
1964,COUNT028,THE HEAVY,THE HOUSE THAT DIRT BUILT,5021392572185,1,LP,Ninja Tune,1155,0,1,2,04.10.2005
1965,MRBLP104,"GOMEZ,NICO AND HIS AFRO PERCUS",RITUAL,711969125115,1,LP,MR BONGO,1351,0,1,1,01.01.2014
1966,7758388,"TEMPEST,KATE","BOOK OF TRAPS AND LESSONS,THE",602577583889,1,LP,CAROLINE RECORDS,1186,0,1,1,14.06.2019
1968,DOL836HG,ELLA FITZGERALD AND LOUIS ARMSTRONG,Ella And Louis,889397218362,1,LP,DOL,815,0,1,1, 
1973,RGNET1330LP,VA,The Rough Guide To Blind Boy Fuller,605633633023,1,LP,ROUGH GUIDE,602,0,1,3, 
1975,FR LP 866,Trillium,Tectonic,8024391086650,1,LP,Frontiers Records,1562,0,1,3,08.06.2018
1977,REWIGLP108,FLYING SAUCER ATTACK,MIRROR,887830010818,1,LP,Domino Records,1109,0,1,2,14.04.2017
1981,2564627854,ROYAL BLOOD,ROYAL BLOOD,825646278541,1,LP,WARNER,1200,0,1,2,22.08.2014
1984,FR LP 869O,REFUGE,SOLITARY MEN (LP) Orange,8024391086933,1,LP,Frontiers,1500,0,1,2, 
1986,BD239,YOUNG FATHERS,DEAD,5021392871165,1,LP,Ninja Tune,1155,0,1,1,03.02.2014
1987,GREL34,Captain Sinbad,The Seven Voyages Of Captain Sinbad,601811103418,1,LP,GREENSLEEVES,744,0,1,1,05.04.2019
1989,GNP 8006,SOUNDTRACK,Star Trek,90204026142,1,LP,gnp,1100,0,1,2,01.01.1980
1990,MAMIE-004,Mad Rey,Brazil Melancholia EP,4260544825576,1,LP,Mamie´s Records,609,0,1,1,13.07.2018
1991,285041,Mad Max,35,886922850417,1,LP+CD,Steamhammer - Hannover,2136,0,1,3,10.08.2018
1995,4AD0154LPX,NATIONAL,I AM EASY TO FIND -LTD-,191400015432,3,LP,BBQ-4AD,3060,0,1,2,17.05.2019
1998,CHARLY107L,SMALL FACES,THERE ARE BUT FOUR SMALL FACES,803415180714,1,LP,Snapper,1240,0,1,1,20.04.2013
2001,4765839,"PETTY,TOM & THE HEARTBREAK",HARD PROMISES,602547658395,1,LP,GEFFEN,1289,0,1,1,02.06.2017
2002,SNDWLP087,VARIOUS,"DOING IT IN LAGOS: BOOGIE, POP",5056032306622,3,LP,Soundway Records,1641,0,1,2,09.12.2016
2003,LPSHRK7,"HEMPOLICS,THE","KISS, CUDDLE & TORTURE VOLUME",5056032310858,1,LP,SHARK FREE RECORDS,1351,0,1,2,06.10.2017
2008,DOL948HG,BRIGITTE BARDOT,Sings,889397219482,1,LP,DOL,815,0,1,1, 
2009,LUCKY118LPX,MIDDLE KIDS,LOST FRIENDS,689492188016,1,LP,LUCKY NUMBER,1031,0,1,1,26.04.2018
2011,3349806,VARIOUS ARTISTS,JAZZ DIVAS CLASSICS FROM THE QUEENS OF JAZZ,3596973498069,1,LP,WAGRAM,825,0,1,1,26.10.2017
2012,PPR009,LA FLEUR,APHELION EP,4251648411307,1,12',POWER PLANT RECORDS,691,0,1,1,05.04.2019
2014,HELL 20475-1,NEKROMANTIX,Brought Back To Life,8714092047516,1,LP,Hell Cat,812,0,1,1, 
2015,MOSHILP83X,THE WAVE PICTURES,BRUSHES WITH HAPPINESS,5060164956051,1,LP,MOSHI,825,0,1,1,14.06.2018
2017,WCV40,"TOURE, ALI FARKA",TALKING TIMBUKTU -HQ-,5060091556546,2,LP,ADA-WORLD CIRCUIT,1530,0,1,3,09.05.2015
2019,TRULP308,VARIOUS,TRU THOUGHTS COVERS 2,5060205156013,1,LP, ,879,0,1,1,07.08.2015
2022,MRBLP212,"SKINTS,THE",SWIMMING LESSONS,7119691259611,1,LP,MR BONGO,1125,0,1,2,10.05.2019
2023,XMR104LP,MULL HISTORICAL SOCIETY,BEST OF,5060091557208,1,LP,XTRA MILE,1272,0,1,1,18.04.2015
2026,KSLP012,JAH STITCH,DREAD INNA JAMDOWN,5060135760076,1,LP,KINGSTON SOUNDS,1012,0,1,2,13.09.2019
2027,67809,MAYAN,ANTAGONISE [SILVER VINYL],727361323813,2,LP,NUCLEAR BLAST,1168,0,1,1, 
2032,DAP030LP,"POETS OF RHYTHM,THE","ANTHOLOGY 1992-2003,THE",823134003019,1,LP,DAPTONE RECORDINGS,1765,0,1,1,01.10.2017
2034,CHARLYL139,TOWNES VAN ZANDT,FOR THE SAKE OF THE SONG,803415813919,1,LP,Snapper,1224,0,1,4,16.06.2014
2036,CHARLYL176,TOWNES VAN ZANDT,THE NASHVILLE SESSIONS,803415817610,1,LP,Snapper,1224,0,1,3,20.04.2015
2040,DOST681H,NELSON RIDDLE,The Untouchables - Coloured Vinyl,889397556815,1,LP,DOL,752,0,1,2, 
2043,XMREP163LP,"MCGOWAN,SEAN",GRAFT AND GRIEF,5056032310216,1,LP,XTRA MILE RECORDINGS,675,0,1,1,08.09.2017
2044,CAD3X3,NATIONAL,HIGH VIOLET,652637300314,1,LP,BBQ-4AD,1305,0,1,1,06.05.2010
2045,ZYX 55883-1,VARIOUS ARTISTS,80s Electro Tracks - Vinyl Edi,90204656387,1,LP,zyx,1150,0,1,1,10.05.2019
2049,WIGLP401,Fat White Family,Serfs Up!,887828040117,1,LP,Domino Records,1109,0,1,1,19.04.2019
